[2025-08-04 15:18:36] [LIVE MONITOR] dllhost.exe | C:\WINDOWS\system32\DllHost.exe /Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F} | Rule: Benign (0.0) | ML: Malicious (67.28%)
[2025-08-04 16:58:36] [LIVE MONITOR] msedgewebview2.exe | C:\Program Files (x86)\Microsoft\EdgeWebView\Application\138.0.3351.121\msedgewebview2.exe --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-GB --service-sandbox-type=service --noerrdialogs --user-data-dir=C:\Users\Sharveenn.M\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView --webview-exe-name=ms-teams.exe --webview-exe-version=25185.410.3812.8024 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --no-pre-read-main-dll --always-read-main-dll --field-trial-handle=1904,i,18295147172059606776,2854635488012339809,262144 --enable-features=AutofillReplaceCachedWebElementsByRendererIds,ForceSWDCompWhenDCompFallbackRequired,PartitionedCookies,PreferredAudioOutputDevices,SharedArrayBuffer,ThirdPartyStoragePartitioning,msAbydos,msAbydosGestureSupport,msAbydosHandwritingAttr,msAggressiveCacheTrimming,msCustomDataPartition,msSingleSignOnOSForPrimaryAccountIsShared,msWebView2EnableDraggableRegions,msWebView2NoTabForScreenShare,msWebView2SetUserAgentOverrideOnIframes,msWebView2TerminateServiceWorkerWhenIdleIgnoringCdpSessions,msWebView2TextureStream,msWindowsTaskManager --disable-features=BackForwardCache,BackgroundTabLoadingFromPerformanceManager,BreakoutBoxPreferCaptureTimestampInVideoFrames,CloseOmniboxPopupOnInactiveAreaClick,CollectAVProductsInfo,CollectCodeIntegrityInfo,EnableHangWatcher,FilterAdsOnAbusiveSites,GetWifiProtocol,LoginDetection,PreconnectToSearch,SafetyHub,SegmentationPlatform,SpareRendererForSitePerProcess,Ukm,WebPayments,msAITrackerClassification,msAbydosForWindowlessWV2,msAffirmVirtualCard,msAllowChromeWebstore,msAllowMSAPrtSSOForNonMSAProfile,msApplicationGuard,msAskBeforeClosingMultipleTabs,msAutoToggleAADPrtSSOForNonAADProfile,msAutofillEdgeCoupons,msAutofillEdgeCouponsAutoApply,msAutofillEdgeServiceRequest,msAutofillEnableEdgeSuggestions,msAutomaticTabFreeze,msBrowserSettingsSupported,msCoarseGeolocationService,msDataProtection,msDesktopMode,msDesktopRewards,msDisableVariationsSeedFetchThrottling,msEEProactiveHistory,msETFOffstoreExtensionFileDataCollection,msETFPasswordTheftDNRActionSignals,msEdgeAdPlatformUI,msEdgeAddWebCapturetoCollections,msEdgeAutofillShowDeployedPassword,msEdgeCaptureSelectionInPDF,msEdgeCloudConfigService,msEdgeCloudConfigServiceV2,msEdgeCohorts,msEdgeCollectionsPrismExperiment1,msEdgeCollectionsPrismOverallMigration,msEdgeComposeNext,msEdgeEnableNurturingFramework,msEdgeEnclavePrefsBasic,msEdgeEnclavePrefsNotification,msEdgeFaviconService,msEdgeHJTelemetry,msEdgeHubAppSkype,msEdgeImageEditorUI,msEdgeLinkDoctor,msEdgeMouseGestureDefaultEnabled,msEdgeMouseGestureSupported,msEdgeNewDeviceFre,msEdgeOnRampFRE,msEdgeOnRampImport,msEdgePDFCMHighlightUX,msEdgePasswordIris,msEdgePasswordIrisSaveBubble,msEdgeProngPersonalization,msEdgeReadingView,msEdgeRose,msEdgeScreenshotUI,msEdgeSendTabToSelf,msEdgeSettingsImport,msEdgeSettingsImportV2,msEdgeShoppingPersistentStorage,msEdgeShoppingUI,msEdgeSmartFind,msEdgeSuperDragDefaultEnabled,msEdgeSuperDragDropSupported,msEdgeTipping,msEdgeTranslate,msEdgeUseCaptivePortalService,msEdgeWebCapture,msEdgeWebCaptureUniformExperience,msEdgeWebContentFilteringFeedback,msEdgeWorkSearchBanner,msEnableCustomJobMemoryLimitsOnXbox,msEnableMIPForPDF,msEnablePdfUpsell,msEnableThirdPartyScanning,msEnableWebSignInCta,msEnableWebToBrowserSignIn,msEndpointDlp,msEnhancedTrackingPreventionEnabled,msEntityExtraction,msExtensionTelemetryFramework,msExternalTaskManager,msFileSystemAccessDirectoryIterationBlocklistCheck,msForceBrowserSignIn,msForeignSessionsPage,msGeolocationAccessService,msGeolocationOSLocationPermissionFallback,msGeolocationSQMService,msGeolocationService,msGrowthInfraLaunchSourceLogging,msGuidedSwitchAllowed,msHubPinPersist,msImplicitSignin,msIrm,msIrmv2,msKlarnaVirtualCard,msLlmConsumerDlpPurview,msLoadStatistics,msLogIsEdgePinnedToTaskbarOnLaunch,msMIPCrossTenantPdfViewSupport,msMdatpWebSiteDlp,msNotificationPermissionForPWA,msNumberOfSitesToPin,msNurturingSitePinningWithWindowsConsent,msOnHoverSearchInSidebar,msOpenOfficeDocumentsInWebViewer,msPasswordBreachDetection,msPdfAnnotationsVisibility,msPdfDataRecovery,msPdfDigitalSignatureRead,msPdfFreeText,msPdfFreeTextForCJK,msPdfHighlightMode,msPdfInking,msPdfKeyphraseSupport,msPdfOOUI,msPdfPopupMarkerRenderer,msPdfShare,msPdfSharedLibrary,msPdfTextNote,msPdfTextNoteMoreMenu,msPdfThumbnailCache,msPdfUnderside,msPdfViewRestore,msPersonalizationUMA,msPriceComparison,msPromptDefaultHandlerForPDF,msReactiveSearch,msReadAloud,msReadAloudPdf,msRedirectToShoreline,msRevokeExtensions,msSaasDlp,msShoppingTrigger,msShorelineSearch,msShorelineSearchFindOnPageWebUI,msShowOfflineGameEntrance,msShowReadAloudIconInAddressBar,msShowUXForAADPrtSSOForNonAADProfile,msSitePinningWithoutUi,msSuspendMessageForNewSessionWhenHavingPendingNavigation,msSyncEdgeCollections,msTabResourceStats,msTokenizationAutofillInlineEnabled,msTouchMode,msTriggeringSignalGenerator,msUserUnderstanding,msVideoSuperResolutionUI,msWalletBuyNow,msWalletCheckout,msWalletDiagnosticDataLogger,msWalletHubEntry,msWalletHubIntlP3,msWalletPartialCard,msWalletPasswordCategorization,msWalletPasswordCategorizationPlatformExpansion,msWalletTokenizationCardMetadata,msWalletTokenizedAutofill,msWebAssist,msWebAssistHistorySearchService,msWebOOUI,msWindowsUserActivities,msZipPayVirtualCard --variations-seed-version --mojo-platform-channel-handle=2360 /prefetch:8 | Rule: Benign (0.0) | ML: Benign (35.16%)
[2025-08-04 16:58:36] [LIVE MONITOR] dllhost.exe | C:\WINDOWS\system32\DllHost.exe /Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F} | Rule: Benign (0.0) | ML: Malicious (67.28%)
[2025-08-04 16:58:36] [LIVE MONITOR] VoiceControlEngine.exe | C:\Program Files (x86)\MSI\One Dragon Center\VoiceControl\\VoiceControlEngine.exe | Rule: Benign (0.0) | ML: Benign (55.12%)
[2025-08-04 16:58:36] [LIVE MONITOR] SecurityHealthSystray.exe | C:\Windows\System32\SecurityHealthSystray.exe | Rule: Benign (0.0) | ML: Malicious (67.28%)
[2025-08-04 16:58:36] [LIVE MONITOR] NVIDIA Overlay.exe | C:\Program Files\NVIDIA Corporation\NVIDIA App\CEF\NVIDIA Overlay.exe | Rule: Benign (0.0) | ML: Benign (51.24%)
[2025-08-04 16:58:36] [LIVE MONITOR] svchost.exe | C:\WINDOWS\system32\svchost.exe -k ClipboardSvcGroup -p -s cbdhsvc | Rule: Benign (0.0) | ML: Malicious (67.28%)
[2025-08-04 16:58:36] [LIVE MONITOR] ai.exe | C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\Office16\AI\ai.exe 5BFDC3C0-32D9-4549-8D08-758AD6E8D5A6 20B8EE1C-04F2-45A8-9193-C5461AA905BF 44832 C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE WordCombinedFloatieLreOnline.onnx | Rule: Benign (0.0) | ML: Malicious (38.42%)
[2025-08-04 16:58:36] [LIVE MONITOR] chrome.exe | C:\Program Files (x86)\Google\Chrome\Application\chrome.exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=audio --video-capture-use-gpu-memory-buffer --no-pre-read-main-dll --field-trial-handle=1856,i,8169634620390676217,516874340180825794,262144 --variations-seed-version --mojo-platform-channel-handle=8888 /prefetch:8 | Rule: Benign (0.0) | ML: Benign (75.37%)
[2025-08-04 16:58:36] [LIVE MONITOR] NVIDIA Overlay.exe | C:\Program Files\NVIDIA Corporation\NVIDIA App\CEF\NVIDIA Overlay.exe --type=gpu-process --no-sandbox --start-stack-profiler --user-data-dir=C:\Users\Sharveenn.M\AppData\Local\NVIDIA Corporation\NVIDIA Overlay\CefCache --gpu-preferences=UAAAAAAAAADgAQAMAAAAAAAAAAAAAAAAAABgAAEAAAAAAAAABAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --field-trial-handle=2536,i,8235516340855988306,18089878349739255277,262144 --variations-seed-version --enable-logging=handle --log-file=2600 --mojo-platform-channel-handle=2324 /prefetch:2 | Rule: Benign (0.0) | ML: Benign (57.28%)
[2025-08-04 16:58:36] [LIVE MONITOR] chrome.exe | C:\Program Files (x86)\Google\Chrome\Application\chrome.exe --type=renderer --extension-process --enable-dinosaur-easter-egg-alt-images --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1754064519156847 --launch-time-ticks=126882927 --field-trial-handle=1856,i,8169634620390676217,516874340180825794,262144 --variations-seed-version --mojo-platform-channel-handle=4196 /prefetch:2 | Rule: Benign (0.0) | ML: Benign (68.75%)
[2025-08-04 16:58:36] [LIVE MONITOR] chrome.exe | C:\Program Files (x86)\Google\Chrome\Application\chrome.exe --type=renderer --enable-dinosaur-easter-egg-alt-images --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=105 --time-ticks-at-unix-epoch=-1754064519156847 --launch-time-ticks=2536023500 --field-trial-handle=1856,i,8169634620390676217,516874340180825794,262144 --variations-seed-version --mojo-platform-channel-handle=12464 /prefetch:1 | Rule: Benign (0.0) | ML: Benign (72.24%)
[2025-08-04 16:58:36] [LIVE MONITOR] StartMenuExperienceHost.exe | C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe -ServerName:App.AppXywbrabmsek0gm3tkwpr5kwzbs55tkqay.mca | Rule: Benign (0.0) | ML: Suspicious (47.7%)
[2025-08-04 16:58:36] [LIVE MONITOR] msedgewebview2.exe | C:\Program Files (x86)\Microsoft\EdgeWebView\Application\138.0.3351.121\msedgewebview2.exe --embedded-browser-webview=1 --webview-exe-name=ms-teams.exe --webview-exe-version=25185.410.3812.8024 --user-data-dir=C:\Users\Sharveenn.M\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView --noerrdialogs --embedded-browser-webview-dpi-awareness=2 --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --disable-features=msEnhancedTrackingPreventionEnabled,BreakoutBoxPreferCaptureTimestampInVideoFrames,msWebOOUI --enable-features=msSingleSignOnOSForPrimaryAccountIsShared,AutofillReplaceCachedWebElementsByRendererIds,PartitionedCookies,PreferredAudioOutputDevices,SharedArrayBuffer,ThirdPartyStoragePartitioning,msAbydos,msAbydosGestureSupport,msAbydosHandwritingAttr,msWebView2EnableDraggableRegions,msWebView2SetUserAgentOverrideOnIframes,msWebView2TerminateServiceWorkerWhenIdleIgnoringCdpSessions,msWebView2TextureStream --isolate-origins=https://[*.]microsoft.com,https://[*.]sharepoint.com,https://[*.]sharepointonline.com,https://mesh-hearts-teams.azurewebsites.net,https://[*.]meshxp.net,https://res-sdf.cdn.office.net,https://res.cdn.office.net,https://copilot.teams.cloud.microsoft,https://local.copilot.teams.office.com --lang=en-MY --mojo-named-platform-channel-pipe=12164.4940.16721318572401435291 | Rule: Benign (0.0) | ML: Malicious (76.72%)
[2025-08-04 16:58:36] [LIVE MONITOR] NVIDIA Overlay.exe | C:\Program Files\NVIDIA Corporation\NVIDIA App\CEF\NVIDIA Overlay.exe --type=renderer --enable-dinosaur-easter-egg-alt-images --user-data-dir=C:\Users\Sharveenn.M\AppData\Local\NVIDIA Corporation\NVIDIA Overlay\CefCache --no-sandbox --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1754064519156145 --launch-time-ticks=29369646 --field-trial-handle=4212,i,8235516340855988306,18089878349739255277,262144 --variations-seed-version --enable-logging=handle --log-file=3816 --mojo-platform-channel-handle=4188 /prefetch:1 | Rule: Benign (0.0) | ML: Benign (68.95%)
[2025-08-04 16:58:36] [LIVE MONITOR] chrome.exe | C:\Program Files (x86)\Google\Chrome\Application\chrome.exe --type=renderer --enable-dinosaur-easter-egg-alt-images --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=67 --time-ticks-at-unix-epoch=-1754064519156847 --launch-time-ticks=134338808 --field-trial-handle=1856,i,8169634620390676217,516874340180825794,262144 --variations-seed-version --mojo-platform-channel-handle=9584 /prefetch:1 | Rule: Benign (0.0) | ML: Benign (72.24%)
[2025-08-04 16:58:36] [LIVE MONITOR] SearchApp.exe | C:\WINDOWS\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe -ServerName:CortanaUI.AppX8z9r6jm96hw4bsbneegw0kyxx296wr9t.mca | Rule: Benign (0.0) | ML: Suspicious (48.3%)
[2025-08-04 16:58:36] [LIVE MONITOR] notepad.exe | C:\WINDOWS\system32\notepad.exe | Rule: Benign (0.0) | ML: Malicious (47.05%)
[2025-08-04 16:58:36] [LIVE MONITOR] UserOOBEBroker.exe | C:\Windows\System32\oobe\UserOOBEBroker.exe -Embedding | Rule: Benign (0.0) | ML: Malicious (67.28%)
[2025-08-04 16:58:36] [LIVE MONITOR] msedge.exe | C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-pre-read-main-dll --always-read-main-dll --field-trial-handle=2312,i,17830305495504118844,16753355586717165512,262144 --variations-seed-version --mojo-platform-channel-handle=2652 /prefetch:3 | Rule: Benign (0.0) | ML: Benign (40.36%)
[2025-08-04 16:58:36] [LIVE MONITOR] TextInputHost.exe | C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe -ServerName:InputApp.AppXk0k6mrh4r2q0ct33a9wgbez0x7v9cz5y.mca | Rule: Benign (0.0) | ML: Malicious (49.33%)
[2025-08-04 16:58:36] [LIVE MONITOR] msedge.exe | C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe --type=renderer --extension-process --renderer-sub-type=extension --pdf-upsell-enabled --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags=--ms-user-locale=en_MY --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=11 --time-ticks-at-unix-epoch=-1754064520563023 --launch-time-ticks=225961657269 --always-read-main-dll --field-trial-handle=2312,i,17830305495504118844,16753355586717165512,262144 --variations-seed-version --mojo-platform-channel-handle=4568 /prefetch:2 | Rule: Benign (0.0) | ML: Benign (45.08%)
[2025-08-04 16:58:36] [LIVE MONITOR] nahimicNotifSys.exe | C:\Users\Sharveenn.M\AppData\Local\NhNotifSys\nahimic\nahimicNotifSys.exe /app nahimic /systray | Rule: Benign (0.0) | ML: Benign (44.93%)
[2025-08-04 16:58:36] [LIVE MONITOR] chrome.exe | C:\Program Files (x86)\Google\Chrome\Application\chrome.exe --type=gpu-process --no-pre-read-main-dll --gpu-preferences=UAAAAAAAAADgAAAEAAAAAAAAAAAAAAAAAABgAAEAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --field-trial-handle=1856,i,8169634620390676217,516874340180825794,262144 --variations-seed-version --mojo-platform-channel-handle=1932 /prefetch:2 | Rule: Benign (0.0) | ML: Benign (57.74%)
[2025-08-04 16:58:36] [LIVE MONITOR] chrome.exe | C:\Program Files (x86)\Google\Chrome\Application\chrome.exe --type=renderer --enable-dinosaur-easter-egg-alt-images --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=66 --time-ticks-at-unix-epoch=-1754064519156847 --launch-time-ticks=133479436 --field-trial-handle=1856,i,8169634620390676217,516874340180825794,262144 --variations-seed-version --mojo-platform-channel-handle=9404 /prefetch:1 | Rule: Benign (0.0) | ML: Benign (72.24%)
[2025-08-04 16:58:36] [LIVE MONITOR] chrome.exe | C:\Program Files (x86)\Google\Chrome\Application\chrome.exe --type=renderer --extension-process --enable-dinosaur-easter-egg-alt-images --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=14 --time-ticks-at-unix-epoch=-1754064519156847 --launch-time-ticks=127170844 --field-trial-handle=1856,i,8169634620390676217,516874340180825794,262144 --variations-seed-version --mojo-platform-channel-handle=5784 /prefetch:2 | Rule: Benign (0.0) | ML: Benign (67.59%)
[2025-08-04 16:58:36] [LIVE MONITOR] chrome.exe | C:\Program Files (x86)\Google\Chrome\Application\chrome.exe --type=renderer --enable-dinosaur-easter-egg-alt-images --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=613 --time-ticks-at-unix-epoch=-1754064519156847 --launch-time-ticks=202734243602 --field-trial-handle=1856,i,8169634620390676217,516874340180825794,262144 --variations-seed-version --mojo-platform-channel-handle=20984 /prefetch:1 | Rule: Benign (0.0) | ML: Benign (72.24%)
[2025-08-04 16:58:36] [LIVE MONITOR] IDMan.exe | C:\Program Files (x86)\Internet Download Manager\IDMan.exe /onboot | Rule: Benign (0.0) | ML: Malicious (55.9%)
[2025-08-04 16:58:36] [LIVE MONITOR] firefox.exe | C:\Program Files\Mozilla Firefox\firefox.exe | Rule: Benign (0.0) | ML: Benign (39.68%)
[2025-08-04 16:58:36] [LIVE MONITOR] msedgewebview2.exe | C:\Program Files (x86)\Microsoft\EdgeWebView\Application\138.0.3351.121\msedgewebview2.exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --noerrdialogs --user-data-dir=C:\Users\Sharveenn.M\AppData\Local\Microsoft\OneDrive\settings\Business1\EBWebView --webview-exe-name=OneDrive.exe --webview-exe-version=25.148.0731.0001 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=1 --no-pre-read-main-dll --always-read-main-dll --field-trial-handle=1896,i,11478154182371771834,4765892609336307379,262144 --enable-features=ForceSWDCompWhenDCompFallbackRequired,msAggressiveCacheTrimming,msCustomDataPartition,msWebView2NoTabForScreenShare,msWindowsTaskManager --disable-features=BackForwardCache,BackgroundTabLoadingFromPerformanceManager,CloseOmniboxPopupOnInactiveAreaClick,CollectAVProductsInfo,CollectCodeIntegrityInfo,EnableHangWatcher,FilterAdsOnAbusiveSites,GetWifiProtocol,LoginDetection,PreconnectToSearch,SafetyHub,SegmentationPlatform,SpareRendererForSitePerProcess,Ukm,WebPayments,msAITrackerClassification,msAbydosForWindowlessWV2,msAffirmVirtualCard,msAllowChromeWebstore,msAllowMSAPrtSSOForNonMSAProfile,msApplicationGuard,msAskBeforeClosingMultipleTabs,msAutoToggleAADPrtSSOForNonAADProfile,msAutofillEdgeCoupons,msAutofillEdgeCouponsAutoApply,msAutofillEdgeServiceRequest,msAutofillEnableEdgeSuggestions,msAutomaticTabFreeze,msBrowserSettingsSupported,msCoarseGeolocationService,msDataProtection,msDesktopMode,msDesktopRewards,msDisableVariationsSeedFetchThrottling,msEEProactiveHistory,msETFOffstoreExtensionFileDataCollection,msETFPasswordTheftDNRActionSignals,msEdgeAdPlatformUI,msEdgeAddWebCapturetoCollections,msEdgeAutofillShowDeployedPassword,msEdgeCaptureSelectionInPDF,msEdgeCloudConfigService,msEdgeCloudConfigServiceV2,msEdgeCohorts,msEdgeCollectionsPrismExperiment1,msEdgeCollectionsPrismOverallMigration,msEdgeComposeNext,msEdgeEnableNurturingFramework,msEdgeEnclavePrefsBasic,msEdgeEnclavePrefsNotification,msEdgeFaviconService,msEdgeHJTelemetry,msEdgeHubAppSkype,msEdgeImageEditorUI,msEdgeLinkDoctor,msEdgeMouseGestureDefaultEnabled,msEdgeMouseGestureSupported,msEdgeNewDeviceFre,msEdgeOnRampFRE,msEdgeOnRampImport,msEdgePDFCMHighlightUX,msEdgePasswordIris,msEdgePasswordIrisSaveBubble,msEdgeProngPersonalization,msEdgeReadingView,msEdgeRose,msEdgeScreenshotUI,msEdgeSendTabToSelf,msEdgeSettingsImport,msEdgeSettingsImportV2,msEdgeShoppingPersistentStorage,msEdgeShoppingUI,msEdgeSmartFind,msEdgeSuperDragDefaultEnabled,msEdgeSuperDragDropSupported,msEdgeTipping,msEdgeTranslate,msEdgeUseCaptivePortalService,msEdgeWebCapture,msEdgeWebCaptureUniformExperience,msEdgeWebContentFilteringFeedback,msEdgeWorkSearchBanner,msEnableCustomJobMemoryLimitsOnXbox,msEnableMIPForPDF,msEnablePdfUpsell,msEnableThirdPartyScanning,msEnableWebSignInCta,msEnableWebToBrowserSignIn,msEndpointDlp,msEnhancedTrackingPreventionEnabled,msEntityExtraction,msExtensionTelemetryFramework,msExternalTaskManager,msFileSystemAccessDirectoryIterationBlocklistCheck,msForceBrowserSignIn,msForeignSessionsPage,msGeolocationAccessService,msGeolocationOSLocationPermissionFallback,msGeolocationSQMService,msGeolocationService,msGrowthInfraLaunchSourceLogging,msGuidedSwitchAllowed,msHubPinPersist,msImplicitSignin,msIrm,msIrmv2,msKlarnaVirtualCard,msLlmConsumerDlpPurview,msLoadStatistics,msLogIsEdgePinnedToTaskbarOnLaunch,msMIPCrossTenantPdfViewSupport,msMdatpWebSiteDlp,msNotificationPermissionForPWA,msNumberOfSitesToPin,msNurturingSitePinningWithWindowsConsent,msOnHoverSearchInSidebar,msOpenOfficeDocumentsInWebViewer,msPasswordBreachDetection,msPdfAnnotationsVisibility,msPdfDataRecovery,msPdfDigitalSignatureRead,msPdfFreeText,msPdfFreeTextForCJK,msPdfHighlightMode,msPdfInking,msPdfKeyphraseSupport,msPdfOOUI,msPdfPopupMarkerRenderer,msPdfShare,msPdfSharedLibrary,msPdfTextNote,msPdfTextNoteMoreMenu,msPdfThumbnailCache,msPdfUnderside,msPdfViewRestore,msPersonalizationUMA,msPriceComparison,msPromptDefaultHandlerForPDF,msReactiveSearch,msReadAloud,msReadAloudPdf,msRedirectToShoreline,msRevokeExtensions,msSaasDlp,msShoppingTrigger,msShorelineSearch,msShorelineSearchFindOnPageWebUI,msShowOfflineGameEntrance,msShowReadAloudIconInAddressBar,msShowUXForAADPrtSSOForNonAADProfile,msSitePinningWithoutUi,msSuspendMessageForNewSessionWhenHavingPendingNavigation,msSyncEdgeCollections,msTabResourceStats,msTokenizationAutofillInlineEnabled,msTouchMode,msTriggeringSignalGenerator,msUserUnderstanding,msVideoSuperResolutionUI,msWalletBuyNow,msWalletCheckout,msWalletDiagnosticDataLogger,msWalletHubEntry,msWalletHubIntlP3,msWalletPartialCard,msWalletPasswordCategorization,msWalletPasswordCategorizationPlatformExpansion,msWalletTokenizationCardMetadata,msWalletTokenizedAutofill,msWebAssist,msWebAssistHistorySearchService,msWebOOUI,msWindowsUserActivities,msZipPayVirtualCard --variations-seed-version --mojo-platform-channel-handle=2044 /prefetch:3 | Rule: Benign (0.0) | ML: Malicious (35.54%)
