Prompt,Label,Type
capitals.nhl.com/club/page.htm?id=62951,Benign,url
manta.com/c/mmdjrmw/walls-alive-paper-hanging-inc,Benign,url
richnye.com/,Benign,url
bizofbaseball.com/index.php?option=com_content&task=view&id=1899&Itemid=81,Benign,url
http://www.beriva.lt/index.html?di=akcijos&R=1&iid=602416,Malicious,url
http://apoiojur.com.br/index.php,Malicious,url
http://dienlanhvn.com/index.php/lien-h.html,Malicious,url
cincinnati.reds.mlb.com/stats/historical/individual_stats_player.jsp?c_id=cin&playerID=115587&print=true&HS=True,Benign,url
en.wikipedia.org/wiki/Dean_Marshall,Benign,url
sfgate.com/sports/warriors/,Benign,url
http://www.nephotography.com.au/galleries/index.php?do=registry,Malicious,url
http://jcmt.nl/en/sitemap,Malicious,url
http://torcache.net/torrent/A53109A89F38C9D0BACB394E51703AE921F56967.torrent?title=[kickass.to]dum.laga.ke.haisha.2015.720p.blu.ray.hindi.x264.ac3.5.1.mafiaking.m2tv,Benign,url
http://www.suiteorchestra.it/index.php?option=com_content&view=article&id=64:pianoforte-e-basso&catid=38:rokstories&lang=it&Itemid=,Malicious,url
arashixdream.com/2009/08/5x10-mp3-arashi-hidden-track-from-all.html,Benign,url
http://www.tochnogopvakantie.nl/reizen/Nederland/Nederland/Kort+(tot+1+week).html,Malicious,url
tremblay-alvergne.com/,Benign,url
goatlocker.org/oldlogs/oldlogc98.htm,Benign,url
xo3fhvm5lcvzy92q.download,Malicious,url
http://www.food-nrw.de/index.php/forum/257-forum-nachhaltigkeit-in-der-ernaehrungsindustrie-am-28112012,Malicious,url
telusplanet.net/public/dgarneau/french14.htm,Benign,url
en.wikipedia.org/wiki/Jim_Macpherson,Benign,url
maa.org/features/012304mathinindustry.html,Benign,url
docstoc.com/docs/22027831/Council-on-Foreign-Relations--CFR--Membership-Lists-1950-2005,Benign,url
nihahaw5.beget.tech,Malicious,url
http://www.versverwerktegroenten.nl/gezondheid/oorzaken-lage-consumptie.html?page=gezondheid%2Foorzaken-lage-consumptie,Malicious,url
sites.google.com/a/woodplanning.com/www/,Benign,url
answers.yahoo.com/question/index?qid=20060825211359AAIp8Zb,Benign,url
theonion.com/,Benign,url
http://www.hjlaw.biz/index.php?option=com_user&view=remind,Malicious,url
http://www.koenigsbacher-biergarten.de/cmx/index.php?option=com_mailto&tmpl=component&link=d13b686621cded856309f5b7690e6850817c2105,Malicious,url
http://babal.net/photos/46/%D8%A8%D9%86%D8%A7%D8%AA-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9,Benign,url
http://www.windwolke.de/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy53aW5kd29sa2UuZGUvaW5kZXgucGhwP29wdGlvbj1jb21fY29udGVudCZ2aWV3PWFydGljbGUmaWQ9Mjpkb21haW4td2luZHdvbGtlJmNhdGlkPTM6YmxvZyZJdGVtaWQ9Ng==,Malicious,url
docstoc.com/docs/66806077/1996-FORD-F-SERIES,Benign,url
m2movie.blogspot.com/2011/05/watch-game-2011-hindi-movie-online.html,Benign,url
navweaps.com/index_reunions/reunion_usn_E.htm,Benign,url
onlineradio2.com/listen/Mix_933,Benign,url
mapsofworld.com/usa/states/california/california-county-map.html,Benign,url
http://www.prefina.it/notizie/notizie-generali/51-unifidi-garanzia-sugli-investimenti-materiali-immateriali-e-formazione-di-scorte.html?tmpl=component&print=1&layout=default&page=,Malicious,url
video.ca.msn.com/watch/video/dog-kills-quebec-baby/16a6etkt7,Benign,url
http://torrentdn.com/bbs/s.php?bo_table=torrent_util&wr_id=15244&k=%ED%8F%AC%ED%86%A0%EC%83%B5&page=1,Benign,url
youtube.com/watch?v=tzooZPZEqwk,Benign,url
waterviewdistillery.com,Malicious,url
careers.state.gov/,Benign,url
elyrics.net/read/a/audrye-sessions-lyrics/relentless-lyrics.html,Benign,url
onestophelp.state.mi.us/wiki/Limited_Liability_Partnership,Benign,url
http://thenextweb.com/insider/2015/05/13/9-notable-young-companies-from-the-500-startups-demo-extravaganza/gtm.start,Benign,url
http://www.wxlottery.com/news/201212/285590.html,Malicious,url
insidemnsoccer.com/2010/01/29/q-and-a-with-andrew-nestor-owner-president-and-ceo-of-fc-tampa-bay-rowdies-soccer/,Benign,url
http://www.centercamping.com.br/index.php?option=com_ckforms&task=captcha&sid=c4ce9d9bffcf8ba3357da92fd49c2457,Malicious,url
amazon.com/Vanity-Fair-ebook/dp/B000JQUGVI,Benign,url
trulia.com/schools/NY-Tarrytown/E_F_International_Academy/,Benign,url
metalodyssey.wordpress.com/,Benign,url
http://www.enventureonline.com/services/enterprise-data-management/consulting-services.html,Malicious,url
infoplease.com/ipa/A0855603.html,Benign,url
tcm.com/tcmdb/title/3073/These-Glamour-Girls/,Benign,url
facebook.com/demerson1,Benign,url
http://winkerdecoracion.com/index.php?page=shop.browse&category_id=151&option=com_virtuemart&Itemid=29,Malicious,url
http://www.alorenademalaga.com/index.php/denominacion-de-origen/objetivos,Malicious,url
gomarquette.com/,Benign,url
ycharts.com/indices/%5EINX,Benign,url
iamachild.wordpress.com/2010/12/20/frederic-henri-schopin-1804-1880-french/,Benign,url
imdb.com/name/nm0185045/,Benign,url
tallen.cutlerhomes.com/,Benign,url
http://www.fjpengfei.com/picshow.asp?id=31&mnid=5074&classname=\320\373\264\253\273\255\262\341&banner=2,Malicious,url
prodenk-sanierung.de,Malicious,url
answers.com/topic/robert-francis,Benign,url
http://www.wu8188.com/cl/tpl/five-star/ver1/css/five-star.css?v=ver15.32,Malicious,url
dipity.com/gordonp/Japanese_Science_Fiction_Fantasy_Horror_Films/,Benign,url
genforum.genealogy.com/cochrane/,Benign,url
lost-in-translation.com/,Benign,url
http://www.djemanshy.md/photo/category/9.html,Malicious,url
http://www.hhp.fi/index.php?option=com_rsgallery2&page=slideshow&gid=6,Malicious,url
tampabay.com/news/publicsafety/crime/clearwater-police-man-dropped-9-month-old-because-she-cried/1195251,Benign,url
rightsideva.blogspot.com/2010/11/is-hockey-stick-prof-michael-mann.html,Benign,url
http://applicationforschengenvisa.com/index.php,Malicious,url
dictionary.sensagent.com/Sandro/en-en/,Benign,url
bartleby.com/100/437.html,Benign,url
http://www.fitnessequipmentworldok.com/exercise-bikes?page=shop.product_details&flypage=flypage.tpl&category_id=7&product_id=34,Malicious,url
altpress.com/features/entry/exclusive_stream_blaqk_audios_afterdark,Benign,url
smarticullties.com,Malicious,url
fangraphs.com/blogs/index.php/wally-pipping-jason-heyward/,Benign,url
thedublinguide.com/,Benign,url
sagedata.com/the_company/our-clients.html,Benign,url
http://djsipke.nl/foto-album/6-sint-nykstermerke/detail/327-img1694.html?tmpl=component,Malicious,url
associatedcontent.com/article/5436606/largest_cities_in_north_dakota_2011.html,Benign,url
fcfighter.stores.yahoo.net/superbrawls.html,Benign,url
faqs.ign.com/objects/142/14260594.html,Benign,url
http://www.bishopstrings.com/violin-bows/ยฃ300-ยฃ1500/index.html,Malicious,url
evri.com/organization/kcwe-0x135a9c,Benign,url
http://synaptixcommunications.com/index.php?%2FShowcase%2Fsimple-and-clear-educating-the-market%2FPrint.html,Malicious,url
music.yahoo.com/econochrist/,Benign,url
checkstorenow.ml,Malicious,url
1972topps.blogspot.com/2009/03/77-ron-theobald.html,Benign,url
diego-fc.com,Malicious,url
canadastop100.com/montreal/,Benign,url
aklgammabeta.com/,Benign,url
beaconforchange.com/municipalteam.html,Benign,url
movi.ca/actor-first/Paul/,Benign,url
http://thenextweb.com/in/2014/11/13/uber-introduces-paytm-digital-wallet-payments-india-response-new-e-commerce-ruling/,Benign,url
mixedmartialarts.com/mma.cfm?go=blogs.Detail&gid=28490,Benign,url
healthgrades.com/group-directory/minnesota-mn/le-center/le-sueur-county-mental-health-svs-b82a27b9,Benign,url
http://mic.com/articles/89573/12-biggest-lies-we-re-told-in-college-graduation-speeches,Benign,url
catalog.ccclib.org/,Benign,url
blog.sfgate.com/inoakland/2011/07/04/cyclist-reported-missing-in-oaklandberkeley-hills/,Benign,url
cityunionmission.org/about/partners/fiorellas-jack-stack-barbecue,Benign,url
brookislandrecords.com/,Benign,url
people.famouswhy.com/peter_mitchell/,Benign,url
youtube.com/watch?v=39d3WECNSSA,Benign,url
abebooks.com/book-search/title/five-roses-cook-book/,Benign,url
articles.sfgate.com/2011-06-11/opinion/29645960_1_chauncey-bailey-project-bakery-handyman-antoine-mackey,Benign,url
kalispellchristiancenter.org/team_bishop.html,Benign,url
utahutes.cstv.com/sports/w-gym/mtt/damianova_nansy02.html,Benign,url
la.findacase.com/research/wfrmDocViewer.aspx/xq/fac/SAC/LA/1995/19951215_0003029.LA.htm/qx,Benign,url
beijingairlinetickets.com/,Benign,url
uncyclopedia.wikia.com/wiki/Gilles_Duceppe,Benign,url
idservicetelsmsmmssfr.000webhostapp.com,Malicious,url
whosdatedwho.com/sections/celebrities/first-name/Jeff,Benign,url
http://www.ghostwriting.de/rueckruf,Malicious,url
dibussi.com/2010/10/unpacking-a-chinese-companys-land-grab-in-cameroon.html,Benign,url
missouriwrestling.com/news.php?recordID=300,Benign,url
amazon.com/Cherry-Falls-Terror-Brittany-Murphy/dp/B000056PXL,Benign,url
https://hollywoodlife.com/2015/05/14/new-york-rangers-beat-washington-capitals-overtime-game-7-fan-reaction/,Benign,url
worldtimezone.net/time/wtzstandard.php?listsw=namerica&sorttb=CountryID,Benign,url
bursakombiservisi.web.tr,Malicious,url
blueslyrics.tripod.com/artistswithsongs/jimmy_reed_2.htm,Benign,url
en.wikipedia.org/wiki/Category:County_seats_in_Pennsylvania,Benign,url
ca.local.yahoo.com/results?stx=bibliotheque&csz=St-Bruno-de-Montarville%2C%20QC,Benign,url
http://www.lappiramis.hu/wordpress/wp-content/themes/twentyeleven/inc/images/index.htm,Malicious,url
en.wikipedia.org/wiki/Honor%C3%A9_Mercier,Benign,url
starpacintl.com,Malicious,url
mp3raid.com/music/justin_mcroberts.html,Benign,url
http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E7%9A%B1%E7%BA%B9%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,Malicious,url
agrimonia.info/,Benign,url
big-game-hunting-usa.com/,Benign,url
californiazones.net/login.asp,Benign,url
en.wikipedia.org/wiki/Marcus_Moore,Benign,url
maritimeupdates.com/index.php?option=com_content&amp;task=view&amp;id=38724&amp;Itemid=69,Benign,url
huffingtonpost.com/2011/05/20/big-ten-athletes_n_864982.html,Benign,url
maryvilleac.web139.discountasp.net/subpages.asp?id=28&parentid=6,Benign,url
http://papillon-vole.fr/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=30&category_id=2&option=com_virtuemart&Itemid=22,Malicious,url
http://www.hippapi.org/test/itunes.login/WebObjects/iTunesConnect.html,Malicious,url
legacy.com/guestbook/washingtonpost/guestbook.aspx?n=michael-anthony-jordan&pid=16394973&page=2,Benign,url
inobediencetohim.com.au,Malicious,url
http://www.ijsbaanapeldoorn.nl/fotos-videos.html?vsig4_0=0&vsig4_1=0,Malicious,url
http://habbomoedasgeraa.blogspot.com/,Malicious,url
chuckhawks.com/45Colt.htm,Benign,url
allaboutjazz.com/php/musician.php?id=7574,Benign,url
lincolnchristian.edu/Seminary/,Benign,url
yangamat.com/?p=1865,Benign,url
mymindseye.com/,Benign,url
blog.syracuse.com/parish/index.html,Benign,url
whoabc.com/harrison-ford/,Benign,url
century21town-country.com/Property/MI/48322/West_Bloomfield/5436_PAUL_LOUIS_LN,Benign,url
igea.net/,Benign,url
evri.com/person/graeme-dunstan-0x58f76,Benign,url
baseballjump.com/baseball-memorabilia/kansas-city-royals,Benign,url
http://thenextweb.com/insider/2015/05/05/foursquare-leverages-its-geolocation-technology-with-location-cloud-and-places/,Benign,url
interceder.net/topic/ciccone,Benign,url
http://ak.imgfarm.com/images/nocache/vicinio/installers/205320000.S10570.1/507981-150710122501-S10570.1/VideoDownloadConvertAuto.exe_0,Malicious,url
ussoccer.com/News/U-17-MNT/2005/12/U-S-U-17-MNT-Fall-2-0-To-Mexico-At-Los-Angeles-Memorial-Coliseum.aspx,Benign,url
http://www.0068555.com/cl/?module=System&method=LiveTop&args=livehall,Malicious,url
jbworld.jbs.st-louis.mo.us/,Benign,url
http://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E7%BE%8E%E5%B0%91%E5%A5%B3%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FmAsWlaomtJkLLbgk+%E6%95%99%E3%81%88%E5%AD%90%E3%81%AF%E7%BE%8E%E3%83%9E%E3%83%B3%E5%A5%B3%E5%AD%90%E6%A0%A1%E7%94%9F+%23ero+%23douga+%23agesage,Benign,url
gothiclolitawigs.deviantart.com/,Benign,url
http://haberler.com/galatasaray-mersin-idman-yurdu-nu-1-0-yendi-7303426-haberi-yorumlari/,Benign,url
archive.org/stream/morenosdictionar00morerich/morenosdictionar00morerich_djvu.txt,Benign,url
http://cheezburger.com/8440974848/funny-fail-photo-portrait-bobby-jindal-politics?ref=rightarrow&siteId=1264,Benign,url
bergschneiderfamily.com/Bergschneider_Family_Newsletter/news.html,Benign,url
http://www.easycaptchas.com/2F3F28039730C12A5C112FE0D5FEFA2E.captcha?width=132&height=42,Malicious,url
linkedin.com/pub/dir/mike/gibbons,Benign,url
http://www.aquamarinadivingtenerife.com/en.1,Malicious,url
youtube.com/watch?v=vt8vA1v3hyo,Benign,url
soa.sys-con.com/node/380232,Benign,url
evri.com/person/s.-jay-plager-0x376ac,Benign,url
http://tobogo.net/cdsb/board.php?board=issue&bm=view&no=2338&category=&auth=&page=1&search=&keyword=&recom=,Benign,url
heritageapp.cyr.gov.sk.ca/public/,Benign,url
mastersoftrivia.com/blog/2011/06/june-20th-in-history-it-happened-today/,Benign,url
eduplace.com/kids/mhm/,Benign,url
ru-net.cv.ua/wp-content/config/file.php,Malicious,url
http://www.hmaca.com/winnipeg-accounting-blog/tag/winnipeg-accpac-certified-consultant/index.html,Malicious,url
carto.net/neumann/photographs/2007/kerzers_papiliorama_2007_11_04/12_white_tree_nymph_weisse_baumnymphe_idea_leuconoe.html,Benign,url
bigbandpdfs.com/,Benign,url
http://gazomer.com/vodonagrevateli/vodonagrevateli-nak-type/36-titan-rfb-50f,Malicious,url
cms.skidmore.edu/odsp/programs/arts/flute/faculty.cfm,Benign,url
lima-ny.org/,Benign,url
http://www.dynamicstrategies.com.au/dynamic-strategies,Malicious,url
en.wikipedia.org/wiki/Lartigue,Benign,url
http://icicibank.com/Personal-Banking/insurance/general-insurance/health-insurance/index.page,Benign,url
topix.com/ca/cabano-qc,Benign,url
lyrics007.com/Planet%20Smashers%20Lyrics/Janice%20Lyrics.html,Benign,url
http://www.connexion3.gr/el/news/32-neo-site-amesotis,Malicious,url
http://www.duplexindustrial.com.au/salla-max.html,Malicious,url
conservapedia.com/Republican_Party,Benign,url
icehockey.wikia.com/wiki/Jesse_Scanzano,Benign,url
iagenweb.org/madison/marriage_records/mr_marston-maxon.html,Benign,url
punkkie.wordpress.com/2011/11/03/spiritualized-ladies-and-gentlemen-we-are-floating-in-space-2/,Benign,url
wilsonstatebank.net/,Benign,url
weddingwire.com/wedding-songs/garter-removal-music/wanna-be-your-lover/943a52b86500a099.html,Benign,url
facebook.com/SkyeBlueC,Benign,url
http://motthegioi.vn/tin-tuc/thoi-quen-an-nhieu-dua-ca-cua-nguoi-viet-khien-benh-ung-thu-tang-cao-188148.html,Benign,url
isthisyour.name/directory/fullnames/ma~pelton.htm,Benign,url
wikitree.com/genealogy/De%20Chauvigny-Family-Tree-6,Benign,url
new.ca.music.yahoo.com/josh/,Benign,url
ehow.com/video_4766621_invest-privately-held-company.html,Benign,url
http://mueblesjulianjimenez.es/index.php?page=shop.browse&category_id=3&option=com_virtuemart&Itemid=7,Malicious,url
youtube.com/watch?v=mgMZ8ZNajpg,Benign,url
http://www.autoursdurock.info/index.php?option=com_content&view=article&id=106&Itemid=229,Malicious,url
sertoma-gl-region.org/,Benign,url
vale-healthcare.com/hand-clinic/,Benign,url
proplast.co.nz,Malicious,url
sixgoody.com,Malicious,url
imdb.com/name/nm0589603/,Benign,url
quotes-famous.com/person/Lionel-Tiger-quotes.html,Benign,url
http://torcache.net/torrent/722B98D9F645DF03E5D760EBD58F8D36A6EAFF3B.torrent?title=[kickass.to]sword.of.vengeance.2015.720p.brrip.x264.yify,Benign,url
gouldsminorhockey.com/news.php,Benign,url
hotnewsofday.com/college-football-hall-of-fame.html,Benign,url
thefreelibrary.com/The+Hockey+Company+Holdings+Inc.+Announces+Acquisition+of+Lifestyle...-a0106768219,Benign,url
mylife.com/c-1232369030,Benign,url
cableslovenia.com/,Benign,url
hotladybody.com/2010/08/making-of-brazilian-playboy-cleo-pires.html,Benign,url
sideshowtoy.com/?page_id=4489&sku=9004721,Benign,url
hobbylinc.com/htm/bac/bac50906.htm?source=froogle,Benign,url
http://www.gypsyspirit.eu/cz/vyhlaovatele-a-partnei,Malicious,url
account-security-centre20181712.000webhostapp.com,Malicious,url
http://batutik.com.ua/produkcziya/batutinaduvnie/23-batut.html,Malicious,url
http://9779.info/%E4%BA%94%E8%B0%B7%E6%9D%82%E7%B2%AE%E4%BA%BA%E7%89%A9%E7%B2%98%E8%B4%B4%E7%94%BB/,Malicious,url
mind-world.com/,Benign,url
pipl.com/directory/name/Lillie/Kathleen,Benign,url
asunderpress.com/,Benign,url
http://dribbble.com/shots/1269523-Sperant-mobile-sidebar-concepts/attachments/174429,Benign,url
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify9.eu-id3.net/identify-customer=7gqIFbqj8arzSIQO5462DGWSCYDxgFcMXV0VVmRocB9YDXSVIl1eZXQ59t7hONf6Cy0nMNK3AXoC9tBGK0a7HH4hMrD16GBsW593/,Malicious,url
http://www.chromashop.fr/index.php/actualites?start=12,Malicious,url
ababmx.com/index.php?page=default/halloffame&year=1999,Benign,url
scr-paypal.co.uk,Malicious,url
http://www.geothermalanywhere.com/news/113-geothermal-anywhere-among-top-8-cleantech-vcs-opportunities-in-europe-selected-from-850-startups.html?lang=en,Malicious,url
http://www.italy-itf.com/index.php?option=com_phocagallery&view=detail&catid=1:home-page-collection&id=25:01-10-2010-apertura-stagione-itf-italia&tmpl=component&Itemid=93,Malicious,url
http://haishundl.com/a/qinpengqipaiguanfangxiazai/20131019/263.html,Malicious,url
glassdoor.com/Job/Grassroots-Campaigns-Inc-Jobs-E149346.htm,Benign,url
amazon.com/Songs-Debussy/dp/B00007FKRI,Benign,url
http://torcache.net/torrent/3B72AAC22AE198BDF5CD9EDE72F8E118E8371008.torrent?title=[kickass.to]game.of.thrones.s05e05.720p.hdtv.x264.0sec,Benign,url
http://www.mtb-bad-harzburg.de/index.php/bilder,Malicious,url
http://9779.info/%E5%8D%8A%E7%AB%8B%E4%BD%93%E5%B9%BC%E5%84%BF%E5%89%AA%E8%B4%B4%E7%94%BB/,Malicious,url
yelp.ca/biz/jean-jacques-campeau-gatineau,Benign,url
google.com/hostednews/afp/article/ALeqM5iK8qoGy6KCQ835kZ1ps-VBbCEmqg?docId=CNG.70c74f0238858f49a6b97a2c9ed0618b.71,Benign,url
http://www.centerimoveis.com.br/servicos/locacao-de-imoveis/imprimir.html,Malicious,url
http://deadspin.com/5746724/is-erin-andrews-reebok-endorsement-deal-journalistically-unethical,Benign,url
en.wikipedia.org/wiki/Pierre_Dupuy,Benign,url
forums.lazygirls.info/419484.html,Benign,url
wn.com/American_Football_League,Benign,url
reviews.creditkarma.com/credit-unions/communityamerica-credit-union1/1/,Benign,url
r1ma.blogspot.com/2011/11/anais-pouliot-in-diva-by-anthony-maule.html,Benign,url
songlyrics.com/arrogant-worms-the/the-happy-happy-birthday-song-lyrics/,Benign,url
northjersey.com/news/022411_Report_recommends_scrapping_urban_enterprise_zones.html,Benign,url
flixster.com/videos,Benign,url
en.wikipedia.org/wiki/Francine_Lalonde,Benign,url
shgresources.com/ca/timeline/,Benign,url
http://www.masrealestate.it/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5tYXNyZWFsZXN0YXRlLml0L2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTclM0Fjb25zdWxlbnphJkl0ZW1pZD04Jmxhbmc9ZW4=&lang=en,Malicious,url
lemonamiga.com/?game_id=352,Benign,url
mylife.com/laurakjohnson82,Benign,url
how-to-kiss.net/types-of-kisses.php,Benign,url
ca.linkedin.com/pub/shannon-gaskell/14/262/100,Benign,url
jackianderson.com/,Benign,url
tvrage.com/person/id-34775/Hans+Conried,Benign,url
http://www.sementimenzo.it/dove-siamo/2.html,Malicious,url
http://www.bkr-laserscanning.de/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5ia3ItbGFzZXJzY2FubmluZy5kZS9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD05ODpzdG9lcmthbnRlbm1vZGVsbC1mdWVyLXJvYm90ZXJzaW11bGF0aW9uJmNhdGlkPTQzOmluaGFsdGUmSXRlbWlkPTY4,Malicious,url
